"고유번호","일련번호","도시계획사항 코드","도시계획사항 명칭","결정조서 일련번호","고시 일련번호","라벨","고시일자","위도","경도"
"295","제2종일반주거지역(7층이하)_00953","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5024229","127.034117"
"298","제1종일반주거지역_00181","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5807573","127.0716929"
"299","제1종일반주거지역_00546","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6084059","126.9195228"
"301","제2종일반주거지역_00136","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5396406","127.0121273"
"303","제2종일반주거지역_00834","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5635304","126.8411203"
"304","제3종일반주거지역_109464","UQA123","제3종일반주거지역","109464","13500075","제3종일반주거지역"," ","37.5799349","127.0746966"
"305","제1종일반주거지역_01027","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4937427","126.9141295"
"306","제2종일반주거지역_00315","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6036187","127.083758"
"308","제1종일반주거지역_00850","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.562814","126.8459737"
"266","제2종일반주거지역_01409","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.537432","126.8764601"
"268","제1종일반주거지역_00570","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5894035","126.9255572"
"269","제2종일반주거지역(7층이하)_00819","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4978843","126.9166851"
"270","준주거지역_4457","UQA130","준주거지역"," "," ","준주거지역"," ","37.4866183","126.9018007"
"274","제2종일반주거지역(7층이하)_00055","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5384534","127.144822"
"275","제2종일반주거지역_00384","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.6448349","127.0176408"
"309","제1종일반주거지역_00537","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6068221","126.9141471"
"215","제2종일반주거지역(7층이하)_00189","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5691088","127.0340815"
"216","제2종일반주거지역(7층이하)_00775","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4772464","126.9080404"
"217","제2종일반주거지역(7층이하)_00154","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5521111","127.0232124"
"218","준주거지역_4476","UQA130","준주거지역","104514","12000474","준주거지역"," ","37.5389543","127.0702057"
"224","준주거지역_UQA13020110527962","UQA130","준주거지역","UQA13020110527962","58027214","준주거지역","20110324","37.5981918","126.9096764"
"225","제2종일반주거지역_01129","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4792184","127.0066256"
"220","제2종일반주거지역(7층이하)_00449","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.6200121","127.0565755"
"228","제1종일반주거지역_01208","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5079521","127.0674106"
"230","제2종일반주거지역_00067","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.571623","126.9640711"
"232","제1종일반주거지역_00601","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6024263","126.9376499"
"233","제2종일반주거지역_00361","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.614102","127.0625426"
"234","제3종일반주거지역_00661","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.535964","127.1271078"
"236","제3종일반주거지역_00301","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6326974","127.0250542"
"237","제2종일반주거지역(7층이하)_00911","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5050428","126.9961303"
"239","제2종일반주거지역(7층이하)_00713","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5626886","126.8448883"
"244","제2종일반주거지역_00744","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5592856","126.9264036"
"245","제2종일반주거지역_00713","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5398515","126.9482017"
"247","제3종일반주거지역_00303","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6427057","127.0308538"
"251","제1종일반주거지역_01186","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4715629","127.0423904"
"252","제3종일반주거지역_00572","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.4949963","126.9045101"
"254","제3종일반주거지역_00542","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5249058","126.9320743"
"256","제1종일반주거지역_00998","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5002275","126.9064724"
"258","제1종일반주거지역_00913","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4964036","126.8250897"
"260","준주거지역_4296","UQA130","준주거지역","UQA13020060724318","9202","준주거지역"," ","37.5626447","127.0570134"
"262","제1종일반주거지역_01247","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5029919","127.0332838"
"221","제3종일반주거지역_UQA12320091218001","UQA123","제3종일반주거지역","UQA12320091218001","58012887","제3종일반주거지역"," ","37.6102941","127.0243644"
"223","제1종일반주거지역_00402","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6295456","127.0514852"
"226","제3종일반주거지역_UQA12320111110402","UQA123","제3종일반주거지역","UQA12320111110402","58028013","제3종일반주거지역","20110929","37.5095706","127.0389205"
"227","제3종일반주거지역_UQA12320091213001","UQA123","제3종일반주거지역","UQA12320091213001","58007028","제3종일반주거지역"," ","37.5699364","126.9178355"
"229","제2종일반주거지역_01460","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4812452","126.9736705"
"231","제3종일반주거지역_00447","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5623359","126.9042584"
"235","제2종일반주거지역_00703","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5450864","126.912498"
"240","제2종일반주거지역_01183","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5268089","127.0309388"
"242","제2종일반주거지역_01340","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5640457","127.0212168"
"243","제3종일반주거지역_00229","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.594263","127.0406404"
"246","준주거지역_4193","UQA130","준주거지역","106783","12000639","준주거지역"," ","37.4874585","126.9068887"
"248","제2종일반주거지역_00992","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4875568","126.9020509"
"249","제3종일반주거지역_00162","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5344245","127.0790923"
"250","제2종일반주거지역_00642","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5730296","126.9214838"
"255","제2종일반주거지역(7층이하)_00348","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.57946","127.0942754"
"253","제2종일반주거지역(7층이하)_00829","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4889485","126.9021571"
"257","제3종일반주거지역_00121","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5639657","127.0314749"
"259","제2종일반주거지역(7층이하)_00638","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5572922","126.9270721"
"261","제2종일반주거지역(7층이하)_00001","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5039044","126.9085283"
"264","제2종일반주거지역(7층이하)_00101","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5771709","127.0207738"
"267","제1종일반주거지역_01232","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5288704","127.0493427"
"300","제2종일반주거지역_01286","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5048203","127.1079225"
"302","제1종일반주거지역_01169","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5051039","126.9952121"
"307","제2종일반주거지역_00862","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.540236","126.8423353"
"311","제1종일반주거지역_00431","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.6692596","127.0583702"
"312","제1종일반주거지역_00232","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5895423","127.0859465"
"316","제2종일반주거지역_01296","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5048617","127.1130011"
"317","제2종일반주거지역_00282","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5790572","127.07046"
"318","제2종일반주거지역(7층이하)_00249","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5662172","127.0599286"
"321","제2종일반주거지역_00267","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5737038","127.0704333"
"322","제1종일반주거지역_00994","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4996597","126.8948416"
"323","제2종일반주거지역_01042","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5065537","126.9494583"
"325","제2종일반주거지역_01138","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.4806929","126.9937712"
"326","제1종일반주거지역_00268","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.5900492","127.0067319"
"328","제2종일반주거지역(7층이하)_00664","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.5124564","126.8554388"
"329","제1종일반주거지역_01255","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4953567","127.0447841"
"331","제3종일반주거지역_00453","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5565831","126.9592984"
"330","제1종일반주거지역_01097","UQA121","제1종일반주거지역"," "," ","제1종일반주거지역"," ","37.4702209","126.916736"
"332","제3종일반주거지역_00475","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5615337","126.8143167"
"333","제3종일반주거지역_00100","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.5688941","127.0487602"
"334","제2종일반주거지역_01291","UQA122","제2종일반주거지역"," "," ","제2종일반주거지역"," ","37.5088142","127.1068909"
"335","제3종일반주거지역_00359","UQA123","제3종일반주거지역"," "," ","제3종일반주거지역"," ","37.6209616","127.0662983"
"336","제2종일반주거지역(7층이하)_00804","UQA124","제2종일반주거지역(7층이하)"," "," ","제2종일반주거지역(7층이하)"," ","37.4987887","126.901153"
